,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
128000,Italy,"This Brunello Riserva opens with a saturated garnet color and segues to aromas of blackberry, cherry, dried currants, leather, tar and Indian spice. There's a very nice juicy or chewy quality to the mouthfeel that gives the wine succulence and substance.",Riserva,92,,Tuscany,Brunello di Montalcino,,,,Casisano Colombaio 2004 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Casisano Colombaio
128015,Italy,"Here's a thick and opulent Brunello Riserva with a pleasurable and forward style that puts emphasis on intensity, quality of fruit and texture. The wine boasts a dark garnet color with aromas that span from exotic spice to pressed flowers. It needs at least five more years of cellar aging because the tannins are still a bit young.",Riserva,92,74.0,Tuscany,Brunello di Montalcino,,,,Terralsole 2004 Riserva  (Brunello di Montalcino),Sangiovese Grosso,Terralsole
128036,US,"An elegant, cool-climate Merlot that's inviting in perfumey red plum and cherry, slightly tart, aged in all French oak. With layered acidity, it'll go well on the table with herb-slathered roast chicken.",Estate Bottled,89,27.0,California,Mendocino Ridge,,Virginie Boone,@vboone,Greenwood Ridge 2011 Estate Bottled Merlot (Mendocino Ridge),Merlot,Greenwood Ridge
128058,US,"Soft and supple in lemon and melon, this 100% varietal white was given time in both stainless steel and neutral oak, the combination rewarding in a rounded, approachable mouthfeel that's both creamy and ripe. Stone fruit makes an appearance, before the wine finishes lean and tart.",Symphony No 9,88,28.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Silver Trident 2014 Symphony No 9 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Silver Trident
128062,Italy,"Toast, hazelnut and pastry aromas lead the way. The elegant palate delivers yellow apple, citrus zest and a hint of bread crust alongside small, persistent bubbles and fresh acidity.",Spumante Metodo Classico,88,35.0,Piedmont,Erbaluce di Caluso,,Kerin O’Keefe,@kerinokeefe,Tenuta Roletto 2009 Spumante Metodo Classico  (Erbaluce di Caluso),Erbaluce,Tenuta Roletto
128084,France,"Creamy earthiness joins the yellow stone fruit on nose and palate, making for a toned-down but full-fruited, generously rounded Gewurztraminer. The structure provided by pithy, pleasantly bitter notes leaves a lasting, refreshing impact.",Kritt,89,28.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Gresser 2015 Kritt Gewurztraminer (Alsace),Gewürztraminer,Domaine Gresser
128085,France,"Notes of stone and smoke join lemon and green apple on the nose of this wine. The palate has an earthier aspect but is bracingly fresh and precise with pure lemon zestiness. Dry and slender, the wine will round out with some bottle age. Drink 2018–2023.",Tradition,89,29.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Pfister 2014 Tradition Riesling (Alsace),Riesling,Domaine Pfister
128125,France,"From one of the properties followed by the Marmande cooperative at the northern end of the Southwest region, this wine has black currant fruits that are filled out with some firm tannins. After five years, it is obvious that the tannins will remain, leaving a wine that is dry and stalky in character.",Château de la Côte de France,85,15.0,Southwest France,Côtes du Marmandais,,Roger Voss,@vossroger,Cave du Marmandais 2011 Château de la Côte de France Red (Côtes du Marmandais),Bordeaux-style Red Blend,Cave du Marmandais
128139,France,"This is a ull, rich wood-aged Muscadet from old vines in a single vineyard. It is ripe, yellow fruit flavored and concentrated, the natural acidity of the Melon grape rounded and softened. It can be aged so drink now through 2017.",Les Perrières Monopole,91,25.0,Loire Valley,Muscadet,,Roger Voss,@vossroger,Gadais Père et Fils 2009 Les Perrières Monopole  (Muscadet),Melon,Gadais Père et Fils
128141,US,"Subtle yet decadent aromas of wild berry cobbler, dried flower, chocolate and smoked meat comprise the nose of this Bordeaux-style red blend. Medium to full bodied, this bears firm yet finessed tannins and composed acids. Added notes of leather and spice unfold on the lingering finish.",Lost Mountain,91,88.0,Virginia,Virginia,,,,RdV 2010 Lost Mountain Red (Virginia),Bordeaux-style Red Blend,RdV
128142,Argentina,"This heavy, baked Malbec-Cabernet Sauvignon blend carries all the fingerprints of winemaker Michel Rolland, a partner from the start in this high-end Salta project. Aromas of raisin and leather are rustic and rich. Flavors of mocha, molasses, cassis and chocolate finish with a syrupy feel. Drink sooner rather than later.",,91,30.0,Other,Cafayate,,Michael Schachner,@wineschach,San Pedro de Yacochuya 2009 Malbec-Cabernet Sauvignon (Cafayate),Malbec-Cabernet Sauvignon,San Pedro de Yacochuya
128166,US,"A blend of six different varieties with Merlot and Syrah taking the lead, this wine brings aromas of toast, matchstick and cherry. The flavors are luscious and full, backed by lightly tacky tannins.",,86,13.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Lone Birch 2015 Red (Yakima Valley),Red Blend,Lone Birch
128193,US,"Softly layered in crisp red fruit, from currant to strawberry, this is a medium-bodied wine with a medium finish, seasoned in compelling jolts of cinnamon spice. From the relatively cool climes of its appellation, it's juicy without ever becoming overwhelming in tannin.",Mitsuko's Vineyard,87,35.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Clos Pegase 2012 Mitsuko's Vineyard Merlot (Carneros),Merlot,Clos Pegase
128198,Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Pugnitello, this savory red offers dark berry and blue flower aromas with a whiff of cooking spice. The bright palate displays juicy black cherry, crushed raspberry and a note of ground white pepper alongside smooth tannins. Enjoy soon to capture the fresh fruit flavors.",,87,13.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Le Fonti a San Giorgio 2013  Chianti,Red Blend,Le Fonti a San Giorgio
128205,Italy,"This medium-bodied, luminous red boasts a pretty fragrance of blue flowers and wild berry. The vibrant, easy-drinking palate doles out crushed raspberry, wild cherry and a hint of clove alongside racy acidity. Enjoy through 2016.",Ducceto,87,15.0,Tuscany,Chianti,,Kerin O’Keefe,@kerinokeefe,Bartali 2013 Ducceto  (Chianti),Red Blend,Bartali
128216,France,"There is an unusually high (40%) proportion of Sémillon in the blend, which offers the possibility of aging. Although this wine is fresh, lemony and tightly herbaceous now, it will become more rich and the flavors will deepen. Drink from the end of 2016.",,87,13.0,Bordeaux,Entre-Deux-Mers,,Roger Voss,@vossroger,Château les Pasquets 2014  Entre-Deux-Mers,Bordeaux-style White Blend,Château les Pasquets
128228,Spain,"Familiar Rioja aromas of cigar box, baking spices and dried cherry introduce a dense, sinewy palate. Flavors of cherry, plum and chocolate include peppery spice notes, which are balanced on the way out.",Crianza,87,12.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Castillo Clavijo 2013 Crianza  (Rioja),Tempranillo-Garnacha,Castillo Clavijo
128243,US,"Scents of smoke, forest floor and leather lend rustic elegance to this bright briskly concentrated wine. Blackberry and cherry flavors are pleasantly crisp, framed by soft ripe tannins and an earthy lingering finish.",,87,22.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fox Run 2015 Cabernet Franc (Finger Lakes),Cabernet Franc,Fox Run
128248,US,"Very dried fruit aromas of elderberry and raisins meet with potent nutmeg, clove and rustic leather on the nose of this bottling from the Pozo area. Raisins and prunes dominate the palate, with a hint of gingerbread and chocolate cake.",Estate,87,20.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Vintage Cowboy 2014 Estate Merlot (San Luis Obispo County),Merlot,Vintage Cowboy
128255,Argentina,"Severely compromised by green, minty, weedy aromas and flavors. If it weren't for the color and reasonably solid mouthfeel, this would be sunk. As is, it's not a ripe, balanced wine.",,80,13.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Viniterra 2007 Malbec (Mendoza),Malbec,Viniterra
128268,US,"A monumental Cabernet that succeeds on every level. It's deep, dark and ultrarich, showing massive blackberries, black currants, dark chocolate, violets, minerals and a touch of sweet, smoky oak. Beyond the flavors is the dramatic structure, with fabulously ripe, dense tannins and a bone-dry, long finish. Surely a tremendous wine capable of long-term aging. Try 2012–2018, at least.",Estate,97,50.0,California,Oak Knoll District,Napa,,,Trefethen 2005 Estate Cabernet Sauvignon (Oak Knoll District),Cabernet Sauvignon,Trefethen
128279,Greece,"Lemon and slate aromas give this wine an immediate poise, but there's much more complexity on the palate. Mineral-driven but full of fresh and full-bodied citrus, pineapple and grapefruit, the wine finishes with a chalky and brisk tidiness. A truly delicious expression of a very distinctive grape.",,92,25.0,Santorini,,,Susan Kostrzewa,@suskostrzewa,Tselepos 2014 Assyrtico (Santorini),Assyrtico,Tselepos
128281,US,"An estate-grown blend of 50% Cabernet Sauvignon, 40% Petite Sirah and 10% Merlot, aged entirely in French oak, half of it new, this is a delight of a wine, surprisingly light on its feet despite the vintage and the varieties. Blackberry, cassis and tar wrap around dusty tannins that soften in the glass, teasing on the finish with an expression of fresh flowers.",Twelve Falls,92,75.0,California,Stags Leap District,Napa,Virginie Boone,@vboone,Stags' Leap Winery 2012 Twelve Falls Red (Stags Leap District),Red Blend,Stags' Leap Winery
128283,France,"This is the high-elevation Kimmeridgian soil interpretation of Viognier at the Lagrézette estate from enologist Claude Boudamani with consultant Michel Rolland. Despite its high alcohol, it is restrained and serious with structured fruits and a sense of balanced power. The fruits, apricots and white peach sing harmoniously with the pepper and spice from wood aging. Drink from 2017.",Le Pigeonnier White Vision,92,90.0,Southwest France,Côtes du Lot,,Roger Voss,@vossroger,Château Lagrézette 2014 Le Pigeonnier White Vision Viognier (Côtes du Lot),Viognier,Château Lagrézette
128293,US,"Thick and viscous in the glass, this densely loaded wine shows buttery, vanilla-laced French toast on the nose as well as black cherry, blackberry, crushed lavender and marjoram notes. The round palate is relatively tight with elderberry, espresso and black-peppercorn flavors, lifted elegantly by purple flowers.",Black Orchid,92,48.0,California,Templeton Gap District,Central Coast,Matt Kettmann,@mattkettmann,ONX 2013 Black Orchid Petite Sirah (Templeton Gap District),Petite Sirah,ONX
128295,US,"Lush and juicy, this has a grippy firmness of structure and the accompanying suggestion of years to go. Cassis and cedar lead over notes of black cherry and berry, with the support of a full, concentrated body. Drink now through 2022.",,92,110.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Patel 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Patel
128314,US,"This is a dry, finely acidic Syrah, whose sour cherry and tart persimmon flavors have just a touch of smoky new oak. It's not offering everything it has, but hangs back a little, teasing with nuance and subtlety. A very good Syrah that's drinking well now and should age well over the next 5–7 years.",,90,52.0,California,Santa Maria Valley,Central Coast,,,Bien Nacido 2009 Syrah (Santa Maria Valley),Syrah,Bien Nacido
128316,US,"Drawing from prestigious vineyard sources that include Seven Hills, Pepper Bridge and Alder Ridge, this generous Cabernet is redolent with notes of cherry, cocoa, herbs and dusty spices. The broad, tart cherry flavors are supported with a firm tannic structure that will keep this wine ageing nicely in the cellar for years to come.",,90,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Browne Family Vineyards 2009 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Browne Family Vineyards
128395,France,This attractive medium sweet wine has fresh acidity to balance the soft texture. It's an easy-to-drink wine that's ready now.,Réserve,84,14.0,Alsace,Alsace,,Roger Voss,@vossroger,Willm 2013 Réserve Pinot Gris (Alsace),Pinot Gris,Willm
128411,France,"Tradition in Alsace means an entry-level bottling. This fruity wine is a good introduction to Gewurztraminer with its touch of spice, rounded texture and fresh acidity at the end. Drink now.",Tradition,84,26.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Barmès-Buecher 2013 Tradition Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
128417,US,"A lovely hue, this is scented with crushed rose petals and raspberries. It's tart, with zippy acidity, and a terrific midpalate lift. The finish resonates with a coating of café crême.",McCrone Vineyard,94,63.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Ken Wright 2014 McCrone Vineyard Pinot Noir,Pinot Noir,Ken Wright
128427,US,"This is a fabulous wine, a notch above the three other vineyard-designated Pinots from Black Kite. Black tea, black cherry and herbal aromas blend with focused cherry, rhubarb and cranberry flavors in this full-bodied, complex wine. It's balanced by moderate tannins, giving it both structure and texture, and will drink best after 2020.",Stony Terrace,94,60.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Black Kite 2014 Stony Terrace Pinot Noir (Anderson Valley),Pinot Noir,Black Kite
128432,France,"From one of the major estates in Pessac-Léognan, this is a fine, stylish and tightly structured wine. It has spice and intense acidity to balance the dark tannins and black-currant fruit. It is going to need several years to really mature. The estate is owned by André Lurton who was influential in creating the Pessac-Léognan appellation. Drink from 2024.",,94,50.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château la Louvière 2014  Pessac-Léognan,Bordeaux-style Red Blend,Château la Louvière
128440,France,"Tight and concentrated, this is a very fine wine. Great acidity and great tannins go with the most intense fruit. Blackberry and black-cherry flavors power through this structured wine. There is also elegance and a fine sense of style. Drink from 2025.",,94,150.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Les Astéries 2014  Saint-Émilion,Bordeaux-style Red Blend,Les Astéries
128444,France,"A lovely purity of lemon oil and zest pervades both nose and palate of this straight-laced wine. There is purity and freshness, precision and tons of zesty tangy lemon. This finds its counterpoint in a lovely texture of stone and chalk. Later, ripe apple notes make an aromatic experience and stay on the dry palate all the way through the long lemony finish. Drink now through 2030.",Brand Grand Cru Clos de la Treille,94,32.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,François Baur 2015 Brand Grand Cru Clos de la Treille Riesling (Alsace),Riesling,François Baur
128460,Germany,"The von Kesselstatt estate released four GG bottlings in 2009, and this wine was perhaps the least of them. It's very good nonetheless, with fresh, slightly floral aromas and bold flavors of baked apple and orange zest. There's a chunkiness in the mouth and a slight coarseness of texture compared to the others, but that's splitting hairs.",Kaseler Nies'chen Trocken GG,88,49.0,Mosel,,,Joe Czerwinski,@JoeCz,Reichsgraf von Kesselstatt 2009 Kaseler Nies'chen Trocken GG Riesling (Mosel),Riesling,Reichsgraf von Kesselstatt
128464,Italy,"Air-dried Falanghina grapes are pressed to produce a golden-colored dessert wine with aromas of dried hay, honey, almond, apricot and even a touch of fresh celery that lends a zesty, green accent. The finish is dominated by rich flavors of dried apple.",Passito 375ml,88,25.0,Southern Italy,Beneventano,,,,Terra di Briganti 2008 Passito 375ml Falanghina (Beneventano),Falanghina,Terra di Briganti
128473,Italy,Pinot Nero (or Blauburgunder as the Italian-German label reads) from the bicultural and bilingual Alto Adige region of northern Italy exhibits some of its finest and most elegant characteristics here. This bottle opens with delicate embroidery of tiny berry nuances followed by beautiful freshness and persistence in the mouth.,,88,,Northeastern Italy,Alto Adige,,,,Cantina Terlano 2009 Pinot Nero (Alto Adige),Pinot Nero,Cantina Terlano
128489,US,"The most successful of Amphora's new Pinots because of its richness and balance. Shows strong, forward flavors of berries, cherries and cola, liberally accented with sandalwood, and brightened with acidity. Yet there are elusive tugs of earthier, mushroomy notes. Delicious now, and probably at its best through 2011.",,90,52.0,California,Sonoma Coast,Sonoma,,,Amphora 2007 Pinot Noir (Sonoma Coast),Pinot Noir,Amphora
128507,Italy,"Truffle, underbrush, mature plum, saddle leather and a balsamic note emerge on this robust red. The hearty, one-dimensional palate delivers dried black cherry, licorice and grilled herb alongside solid if not very persistent tannins. You'll also notice the heat of alcohol on the rather quick, drying finish.",Riserva,89,80.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Palazzo 2010 Riserva  (Brunello di Montalcino),Sangiovese,Palazzo
128535,Italy,"Here's a sassy and bright Brunello that shows a lean consistency and sharp aromas of white cherry, cassis, ginger and cola. The wine's natural acidity makes for a nervous and edgy personality overall.",Poggiolo,89,50.0,Tuscany,Brunello di Montalcino,,,,Il Poggiolo E. Cosimi 2008 Poggiolo  (Brunello di Montalcino),Sangiovese Grosso,Il Poggiolo E. Cosimi
128536,Italy,"Sangiovese from the Castelnuovo Berardenga area of Chianti Classico benefits from slightly warmer temperatures on average. That extra heat shapes a full and generous quality of fruit that is ripe with blackberry, prune and plum. There's a touch of earthy clay and tobacco at the back.",,89,20.0,Tuscany,Chianti Classico,,,,Castello di Bossi 2010  Chianti Classico,Sangiovese,Castello di Bossi
128538,France,There is tough concentration here that suggests a wine that needs aging; there's also fruit that hints at richness to come. A wine that has a good future.,,89,19.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château Monbadon 2010  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château Monbadon
128543,US,"Tastes fresh and fruity with jammy raspberry and cherry flavors. Wants slightly sweet, spicy foods to accompany, like a sausage-based pasta.",,89,36.0,California,Howell Mountain,Napa,,,Galvan 2010 Zinfandel (Howell Mountain),Zinfandel,Galvan
128549,US,"Marked by deep, delicious flavors of chocolate, blueberries and blackberries, this is a lovely Cabernet to drink now. The tannins are firm, the finish long and spicy. Shows real Napa class.",Reserve Selection,89,38.0,California,Napa Valley,Napa,,,Raymond 2009 Reserve Selection Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Raymond
128575,Italy,"Yellow flower, tropical fruit and an herbal note are delicate but still take center stage. Racy acidity supports the crisp apple, grapefruit and bitter almond flavors while the finish is crisp and clean.",,87,14.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Palagetto 2014  Vernaccia di San Gimignano,Vernaccia,Palagetto
128579,Argentina,"Cola and minty, herbal aromas come with raw oak and gritty, baked berry scents. This is rugged, tannic and grabby on the palate, with heavy wood resin flavors heaped atop blackberry and plum. Woodspice and heat drive the finish.",Colección,87,18.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Gardel 2012 Colección Bonarda (Mendoza),Bonarda,Gardel
128588,US,"This wine seems a bit muddled, with aromas of cranberries, dried herbs, vanilla, cashews and barrel spices struggling to get to the surface. The palate is medium bodied with tart fruit flavors and blocky tannins, with the concentration not seeming to all be there.",,87,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Browne Family Vineyards 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Browne Family Vineyards
128589,Italy,"Aromas of wood shop, coffee and espresso all carry over to the palate along with oak extract and toast. It lacks the fruit richness necessary to stand up to the oak.",Don Vincenzo Gran Selezione,87,80.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Casaloste 2009 Don Vincenzo Gran Selezione  (Chianti Classico),Sangiovese,Casaloste
128593,Portugal,"Fernão Pires with Sauvignon Blanc allows the second grape's herbal nature to shine. So it is crisp, citrusy and with intense acidity. The wine has a ripe feel with hints of tropical fruit at the end. Drink now.",Companhia das Lezirias Herdade de Catapereiro Escolha,85,15.0,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2015 Companhia das Lezirias Herdade de Catapereiro Escolha White (Tejo),Portuguese White,Wines & Winemakers
128605,Italy,"Made with Montepulciano grapes, this has fruity aromas of crushed berry and citrus. Reflecting the nose, the light easygoing palate offers suggestions of sour cherry and tangerine zest alongside bright acidity.",Sogno di Volpe,85,,Southern Italy,Puglia,,Kerin O’Keefe,@kerinokeefe,Cantina Ariano 2016 Sogno di Volpe Rosato (Puglia),Rosato,Cantina Ariano
128606,France,"This 19th-century chateau is situated on the plateau above the Garonne near Cadillac. A soft wine, it's lightly fruity and with a crisp edge. It offers attractive red-berry fruits and just the right acidity. Drink now.",Château Léon,85,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Carignan 2016 Château Léon Rosé (Bordeaux Rosé),Rosé,Château Carignan
128612,Spain,"This everyday wine feels chunky due to low acidity. Its dusty aromas are generic and not very fruity or expressive, and its meandering cherry and plum flavors precede a simple finish.",Garnacha,85,8.0,Northern Spain,Navarra,,Michael Schachner,@wineschach,Príncipe de Viana 2015 Garnacha Rosado (Navarra),Rosado,Príncipe de Viana
128615,Portugal,This is a young fruity wine. It has attractive red-berry fruits and gentle tannins that are surrounded by the comfortable full-bodied texture. It's a wine to drink now.,Herdade da Fonte Coberta Ouro do Monte,85,8.0,Alentejano,,,Roger Voss,@vossroger,Santos & Santos 2016 Herdade da Fonte Coberta Ouro do Monte Red (Alentejano),Portuguese Red,Santos & Santos
128616,Spain,"A vibrant purple color and foxy berry aromas announce the jammy palate and punchy acidity of this wine. It tastes of herbal plums and berries and doesn't hold up on the oaky, pulpy finish.",Junior,85,15.0,Catalonia,Montsant,,Michael Schachner,@wineschach,Tossals 2015 Junior Red (Montsant),Rhône-style Red Blend,Tossals
128618,Chile,"Briny pithy citrus aromas and a standard-feeling palate tell you this is regular but solidly made. Citrus flavors are largely ripe, while pithy grapefruit notes are found on the finish. Drink now.",Marchile,85,8.0,Curicó Valley,,,Michael Schachner,@wineschach,Viñedos Marchigüe 2016 Marchile Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Viñedos Marchigüe
128633,US,"This very attractive, richly oaked wine melds all the wood smoke, nutmeg, cinnamon and vanilla of new barrels with delicious, ripe fruit flavors from the grapes. It has a suave, layered texture from the initial sip to the lingering finish, and is very hard to resist.",Jump the Moon,91,25.0,California,California,California Other,Jim Gordon,@gordone_cellars,Prim Family 2013 Jump the Moon Pinot Noir (California),Pinot Noir,Prim Family
128641,US,"The aromas pop, with notes of freshly ground white pepper, orange zest and raw meat. The savory flavors are silky and elegant in style, with the oak influence dialed way back. It shows a pleasing sense of purity and balance. Put it on the dinner table to see it shine.",Boushey Vineyard,91,49.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,W.T. Vintners 2014 Boushey Vineyard Mourvèdre (Yakima Valley),Mourvèdre,W.T. Vintners
128644,US,"Espresso, flower and blue-fruit aromas lead to ripe, full boysenberry flavors. It drinks like a piece of berry pie with a cup of coffee alongside.",,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Woodinville Wine Cellars 2013 Syrah (Columbia Valley (WA)),Syrah,Woodinville Wine Cellars
128652,US,"This appellation remains a standout for the variety, as evidenced by this 100% varietal wine that's mouthwatering in stone fruit and cantaloupe flavors. The aromatics center around pretty jasmine and lime zest aromas, while the palate is structured, crisp and fruity, all in good measure.",,90,32.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Matanzas Creek 2013 Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Matanzas Creek
128663,US,"Soft in texture and almost sweet in flavor, this plush wine coats the mouth with delicious vanilla, butter, lemon and poached pear nuances. While full bodied, it doesn't feel heavy and carries a ripe quality through the long finish.",Reserve Collection,90,25.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Ruby Hill Winery 2012 Reserve Collection Chardonnay (Livermore Valley),Chardonnay,Ruby Hill Winery
128681,France,"A Blanc de Blancs, from 100% Chardonnay, Deutz's top cuvée in its elegant long-necked bottle has been given enough bottle age from the vintage to bring out a whole raft of complex flavors that are structured finely but are also allowed to express their weight. There are almonds and quince, a texture that is rigorous, but also elegant.",Amour de Deutz Brut,95,,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 1999 Amour de Deutz Brut Chardonnay (Champagne),Chardonnay,Deutz
128691,Italy,Don Peppino's vineyard lies on the lower slopes of Mt. Etna where the black volcanic terrain is easier to cultivate. The resulting fruit here comes across as focused and well-defined by mineral and berry tendencies with excellent crispness and enormous endurance on the close.,Prephylloxera La Vigna di Don Peppino,94,90.0,Sicily & Sardinia,Etna,,,,Tenuta delle Terre Nere 2007 Prephylloxera La Vigna di Don Peppino  (Etna),Red Blend,Tenuta delle Terre Nere
128695,France,"A beautifully fine, elegant wine, the acidity like a shaft of light through the tight apple and grapefruit flavors. The texture is taut, steely, with vivid tannins. It is still young, although showing brilliant fruit. Worth aging for 5–6 years.",Cuvée William Deutz Brut,94,167.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 1999 Cuvée William Deutz Brut  (Champagne),Champagne Blend,Deutz
128702,US,"This is a big, powerful young Pinot Noir, rich in ripe fruit. It's solidly Californian, but with its silky texture, racy acidity and overall balance, retains elegance. Delicious now for its cherry, raspberry, cola, pomegranate, vanilla and cinnamon flavors, but should develop through 2013.",Dutton Ranch Manzana Vineyard,93,45.0,California,Russian River Valley,Sonoma,,,Dutton Estate 2007 Dutton Ranch Manzana Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Dutton Estate
128708,US,"A beautiful Cabernet for drinking now, this has softly luscious tannins framing flavors of ripe, elegant blackberry, cherry jam and mocha. There's an enticing herbal richness and the finish is sweetly oaky.",,90,50.0,California,Napa Valley,Napa,,,Peju 2011 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Peju
128717,Italy,"Here's a quintessential Verdicchio from one of the denomination's rising stars that opens with a fragrance of spring flowers, hay and flint. The palate delivers fleshy white peach, pear and almond flavors, along with mineral notes and bright acidity that results in a refreshing finish. Fun to drink now or hold 2–3 years for additional complexity.",,90,15.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,Kerin O’Keefe,@kerinokeefe,La Staffa 2012  Verdicchio dei Castelli di Jesi Classico,Verdicchio,La Staffa
128732,France,This wine has intense acidity and a profoundly mineral character. Rich black-fruit flavors and firm tannins give it a sense of potential for the future. Drink from 2016.,,90,,Provence,Bandol,,Roger Voss,@vossroger,Domaine du Gros Nore 2011 Red (Bandol),Rhône-style Red Blend,Domaine du Gros Nore
128738,Portugal,"From organically grown grapes, this rich wine has a smooth texture and balanced acidity. The producer specializes in Rhône-style wines and this rich blend, that includes Viognier and Marsanne, has fine yellow fruits as well as ripe plum and citrus flavors. Drink from 2018.",Lybra Viognier-Arinto-Marsanne,90,40.0,Lisboa,,,Roger Voss,@vossroger,Quinta do Monte d'Oiro 2016 Lybra Viognier-Arinto-Marsanne White (Lisboa),Portuguese White,Quinta do Monte d'Oiro
128761,Portugal,"With its green-fruit aromas and ripe citrus flavors, this is a wine that moves generously from cool and crisp to rich and full. Its citrus is balanced by white peach and green-plum flavors. The finish adds an orange-zest tang that is both refreshing and gives a tight texture. Drink now.",Casa de Capitão-mor Reserva,90,18.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta de Paços 2015 Casa de Capitão-mor Reserva Alvarinho (Vinho Verde),Alvarinho,Quinta de Paços
128764,US,"Aromas of toasted bread and vanilla echo in the rich, buttery flavors of this full-bodied and lavishly textured white Rhône-style blend. The oaky spices make it serious and complex while mild pear and almond flavors take a second seat.",Mama's Reserve,90,35.0,California,California,California Other,Jim Gordon,@gordone_cellars,Rock Wall 2015 Mama's Reserve White (California),White Blend,Rock Wall
128769,US,"A 100% varietal wine from the famed Ritchie Vineyard, this is a tremendous expression of elusively sublime lemon and lime, with a juiciness of grapefruit. Crisp and refreshing from start to finish, it offers complex, creamy Tahitian vanilla bean midway through, finishing with zest.",Russian River Selection,91,28.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Gary Farrell 2014 Russian River Selection Sauvignon Blanc (Russian River Valley),Sauvignon Blanc,Gary Farrell
128804,France,This is a really light wine with bright fruit and a crisp texture. It has a breezy feel—all crisp fruit and lively acidity. Drink now.,Le Bonheur de Provence,85,13.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Thomas Carteron 2016 Le Bonheur de Provence Rosé (Côtes de Provence),Rosé,Thomas Carteron
